GeneID	CON_1	GFP_1	CON_2	GFP_2	CON_3	GFP_3
Gm37441	0	0	0	0	0	0
Gm37442	0	0	0	0	0	0
Gm37443	5	1	0	5	0	0
Gm37444	1	1	0	0	0	0
Gm37445	0	0	0	0	0	0
Gm37446	3	0	8	0	0	0
Gm37447	18	0	0	8	1	2
Gm37448	0	0	0	0	0	0
Gm37449	0	0	0	0	0	0
Gm3745	19	0	0	0	0	3
Gm37450	3	0	0	7	0	0
Gm37451	0	0	0	0	0	0
Gm37452	25	2	0	0	0	0
Gm37454	0	0	0	0	0	0
Gm37455	0	0	0	0	0	0
Gm37456	15	4	0	0	5	0
Gm37457	131	10	35	8	0	0
Gm37458	0	0	0	0	0	0
Gm37459	52	3	4	4	0	0
Gm37460	61	2	1	8	0	0
Gm37461	10	1	0	2	0	0
Gm37462	0	0	0	0	0	0
Gm37463	2	0	0	4	0	0
Gm37464	17	0	0	2	0	0
Gm37465	20	2	0	0	0	0
Gm37466	0	0	0	2	0	0
Gm37467	0	0	0	0	0	0
Gm37468	0	0	0	0	0	0
Gm37469	7	1	0	2	0	0
Gm37470	30	4	8	70	0	30
Gm37472	17	0	1	1	0	0
Gm37473	0	0	0	0	0	0
Gm37474	38	0	1	0	0	0
Gm37475	10	0	0	0	0	0
Gm37476	0	0	0	0	0	0
Gm37477	3	0	10	0	0	0
Gm37478	63	2	25	12	0	0
Gm37479	22	0	1	10	4	0
Gm37480	0	0	0	7	0	0
Gm37481	0	0	0	0	0	0
Gm37482	24	0	18	0	0	0
Gm37483	3	3	0	2	0	0
Gm37484	6	0	0	0	0	0
Gm37485	14	36	54	276	204	46
Gm37486	133	63	278	489	19	1
Gm37488	11	0	0	0	0	0
Gm37489	0	0	0	0	0	0
Gm37490	36	1	0	9	5	0
Gm37491	0	0	0	0	0	0
Gm37492	2	0	0	0	0	0
Gm37493	0	0	0	1	0	0
Gm37494	301	60	502	100	7	7
Gm37495	6	2	0	0	0	0
Gm37496	9	0	0	13	0	1
Gm37497	8	0	0	3	0	0
Gm37498	9	0	0	0	0	0
Gm37499	76	15	22	16	0	0
Gm37500	2	0	7	0	0	0
Gm37501	1	0	0	0	0	0
Gm37502	2	0	0	0	0	0
Gm37503	26	0	29	0	0	0
Gm37504	2	0	0	0	1	0
Gm37505	0	0	0	0	0	0
Gm37506	0	0	0	0	0	0
Gm37508	0	0	0	0	0	0
Gm37509	1	1	1	5	0	0
Gm37510	124	14	8	1	3	0
Gm37511	1	0	0	0	0	0
Gm37513	0	0	0	0	0	0
Gm37514	13	1	0	3	0	0
Gm37515	1	0	0	0	5	0
Gm37516	11	0	1	0	0	0
Gm37517	2	1	1	0	0	0
Gm37518	4	0	0	3	0	0
Gm37519	23	3	28	14	0	0
Gm3752	0	0	0	0	0	0
Gm37520	8	4	19	0	0	0
Gm37521	35	0	0	0	1	0
Gm37522	20	28	1	0	0	0
Gm37523	3	0	0	0	7	0
Gm37524	5	1	0	1	0	0
Gm37525	46	10	1	0	0	0
Gm37526	1	2	0	0	0	0
Gm37527	22	2	0	0	4	0
Gm37529	34	0	1	2	8	0
Gm37530	1	0	0	0	0	0
Gm37531	119	14	75	21	1	0
Gm37533	1	0	0	0	0	0
Gm37534	14	0	0	7	0	0
Gm37535	13	0	0	0	0	0
Gm37536	15	0	9	0	0	0
Gm37537	15	1	0	0	0	0
Gm37538	0	0	0	0	0	0
Gm37539	3	0	0	0	0	0
Gm37541	23	0	0	54	8	11
Gm37542	14	1	19	2	0	0
Gm37543	1	0	0	1	0	0
Gm37544	0	0	0	0	0	0
Gm37545	0	0	0	0	0	0
Gm37547	0	0	0	0	0	0
Gm37548	66	22	17	9	8	0
Gm37549	17	2	3	4	0	0
Gm3755	0	0	0	0	0	0
Gm37550	1	0	0	0	0	0
Gm37551	4	0	8	0	1	0
Gm37552	6	4	16	6	0	0
Gm37553	19	7	32	3	0	0
Gm37555	1	0	0	0	0	0
Gm37556	4	2	0	0	2	0
Gm37557	0	0	0	0	0	0
Gm37558	45	5	0	1	0	0
Gm37559	8	0	0	0	0	0
Gm3756	41	5	99	20	33	1
Gm37560	2	0	0	0	1	0
Gm37561	0	0	0	0	0	0
Gm37562	14	1	0	1	0	0
Gm37563	21	0	25	5	0	0
Gm37564	4	1	0	0	0	0
Gm37565	1	0	0	0	0	0
Gm37566	14	3	11	0	0	0
Gm37567	6	4	0	3	11	0
Gm37568	1	0	0	0	0	0
Gm37569	25	6	0	5	0	0
Gm3757	0	0	0	0	0	0
Gm37570	23	9	1	0	0	0
Gm37571	0	0	0	1	0	0
Gm37572	0	0	0	0	0	0
Gm37573	9	0	0	0	0	0
Gm37574	0	0	0	0	0	0
Gm37575	0	0	0	0	5	0
Gm37576	1	4	0	0	0	0
Gm37577	0	0	0	0	0	0
Gm37578	4	0	0	0	0	0
Gm37579	0	0	0	0	0	0
Gm37580	13	4	1	5	0	0
Gm37581	10	0	13	0	0	0
Gm37582	3	0	0	0	0	0
Gm37583	25	107	38	41	24	0
Gm37584	69	9	9	1	0	0
Gm37585	0	0	0	0	0	0
Gm37586	1	0	0	0	0	0
Gm37587	17	2	8	3	12	0
Gm37588	2	0	0	0	0	0
Gm37589	11	1	0	1	0	0
Gm37590	1	0	0	0	3	0
Gm37591	1	0	0	0	0	0
Gm37592	1	0	0	0	0	0
Gm37593	14	0	10	0	0	0
Gm37595	4	0	0	0	0	0
Gm37596	1	0	0	0	0	0
Gm37597	3	0	0	0	0	0
Gm37598	67	0	15	0	0	0
Gm37599	0	0	0	0	6	0
Gm3760	0	0	0	0	0	0
Gm37600	12	2	0	3	7	6
Gm37601	0	0	0	0	0	0
Gm37602	55	8	1	0	0	0
Gm37603	1	0	0	0	0	0
Gm37604	1	0	0	0	0	0
Gm37606	99	5	45	5	0	0
Gm37607	40	150	112	270	119	17
Gm37608	1	3	0	2	0	0
Gm37609	72	0	20	16	10	0
Gm37610	0	0	0	0	0	0
Gm37611	0	3	14	38	63	0
Gm37612	2	0	2	3	0	0
Gm37613	10	0	3	0	0	0
Gm37614	0	0	0	0	0	0
Gm37615	0	0	0	0	0	0
Gm37616	35	0	11	0	0	0
Gm37617	0	0	0	0	0	0
Gm37618	25	0	0	2	3	0
Gm37619	1	0	1	0	0	0
Gm37620	2	0	0	0	0	0
Gm37621	46	35	20	43	17	3
Gm37622	0	0	15	0	0	0
Gm37623	5	0	0	0	0	0
Gm37624	0	0	0	0	0	0
Gm37625	58	3	34	17	1	0
Gm37626	46	2	20	9	0	0
Gm37627	0	0	0	0	0	0
Gm37628	14	3	0	0	0	0
Gm37629	20	3	0	0	1	0
Gm37630	3	0	0	0	0	0
Gm37631	0	0	0	0	0	0
Gm37632	3	36	0	7	0	0
Gm37633	9	1	1	0	0	0
Gm37634	0	0	0	0	0	0
Gm37635	0	0	0	0	0	0
Gm37636	0	0	0	0	0	0
Gm37637	9	0	38	0	0	0
Gm37638	9	0	0	1	0	0
Gm37639	71	8	5	2	0	2
Gm3764	71	11	3	74	5	0
Gm37640	3	8	22	6	0	0
Gm37641	0	0	0	0	0	0
Gm37642	11	0	2	0	0	0
Gm37643	6	0	0	0	0	0
Gm37644	5	0	0	0	0	0
Gm37645	45	8	21	11	6	1
Gm37646	0	0	0	0	1	0
Gm37647	22	0	0	1	0	0
Gm37648	20	1	0	0	0	0
Gm37649	9	0	0	0	0	0
Gm3765	3	0	0	0	0	0
Gm37650	16	0	16	0	0	0
Gm37651	3	2	6	3	12	0
Gm37652	3	2	0	0	1	0
Gm37653	12	1	0	0	0	0
Gm37654	0	0	0	0	0	0
Gm37655	7	1	0	0	0	0
Gm37656	0	0	0	0	0	0
Gm37657	0	0	0	0	0	0
Gm37658	0	0	0	0	0	0
Gm37659	1	0	0	0	0	0
Gm37660	14	1	10	5	0	0
Gm37661	7	0	26	0	0	0
Gm37662	0	0	0	0	0	0
Gm37663	13	0	0	0	62	0
Gm37664	13	1	0	3	0	0
Gm37665	0	0	0	0	0	0
Gm37666	8	0	0	0	0	0
Gm37667	6	0	0	3	0	0
Gm37668	16	10	4	0	0	0
Gm37669	10	5	0	0	2	0
Gm37670	85	14	25	32	0	0
Gm37671	12	0	27	1	0	0
Gm37672	18	1	21	0	0	0
Gm37673	12	0	2	0	0	0
Gm37674	20	2	0	0	0	0
Gm37675	62	7	17	0	13	0
Gm37676	0	0	0	0	0	0
Gm37677	44	203	21	29	1	0
Gm37678	3	0	1	0	0	0
Gm37679	1	0	0	1	0	0
Gm37681	18	0	0	7	0	0
Gm37682	3	2	0	0	0	0
Gm37683	8	2	0	0	0	0
Gm37684	0	0	0	0	0	0
Gm37685	11	1	0	0	0	0
Gm37686	22	8	2	0	8	0
Gm37687	0	0	0	0	0	0
Gm37688	2	0	15	0	0	0
Gm37689	0	0	0	0	0	0
Gm37690	0	0	0	0	0	0
Gm37691	2	0	0	0	0	0
Gm37692	30	9	7	0	0	0
Gm37693	3	0	0	0	0	0
Gm37694	24	2	19	0	0	0
Gm37695	3	0	0	0	0	0
Gm37696	91	1328	744	2884	3222	0
Gm37697	3	2	0	0	0	0
Gm37698	8	0	0	0	0	0
Gm37699	65	0	29	5	4	0
Gm37700	3	0	0	4	0	0
Gm37701	5	0	0	5	0	0
Gm37702	2	0	0	22	0	4
Gm37703	5	2	0	0	0	0
Gm37705	0	0	0	0	0	0
Gm37706	42	4	19	0	0	0
Gm37707	1	8	0	0	0	0
Gm37708	5	1	1	0	0	0
Gm37709	0	0	0	0	0	0
Gm37710	11	0	5	0	0	0
Gm37711	3	0	0	0	7	0
Gm37712	1	1	0	0	0	0
Gm37713	0	0	0	2	0	2
Gm37714	1	0	8	4	0	0
Gm37715	0	0	0	0	0	0
Gm37716	81	2	1	6	0	0
Gm37717	6	0	0	0	1	0
Gm37718	8	17	11	0	0	0
Gm37719	4	0	0	0	0	0
Gm37720	2	1	2	0	0	0
Gm37721	0	0	0	0	0	0
Gm37722	2	0	0	0	0	0
Gm37723	0	0	0	0	0	0
Gm37724	0	0	0	0	0	0
Gm37725	7	0	0	0	0	0
Gm37726	17	5	0	8	0	0
Gm37727	3	0	0	1	0	0
Gm37728	42	19	45	0	0	1
Gm37729	30	1	12	3	0	1
Gm37730	43	5	16	9	0	0
Gm37731	0	2	0	0	0	0
Gm37732	0	0	0	0	0	0
Gm37733	74	76	81	24	1	0
Gm37734	0	0	0	0	0	0
Gm37735	24	28	0	0	0	0
Gm37736	40	6	13	0	0	0
Gm37737	9	0	0	1	0	0
Gm37738	25	98	51	158	124	7
Gm37739	0	0	0	0	0	0
Gm3774	2	0	0	0	0	0
Gm37740	0	0	0	0	0	0
Gm37741	2	0	0	0	0	0
Gm37742	31	1	3	19	0	2
Gm37743	2	0	0	0	0	0
Gm37744	13	0	12	0	0	0
Gm37745	56	14	0	8	15	0
Gm37746	0	0	0	0	0	0
Gm37747	5	0	0	5	0	0
Gm37748	0	1	0	0	0	0
Gm37749	22	0	0	1	11	0
Gm37750	0	2	1	16	17	0
Gm37751	4	0	0	0	0	0
Gm37752	2	0	0	0	0	0
Gm37753	0	0	0	0	0	0
Gm37754	0	0	0	0	0	0
Gm37755	6	0	0	8	0	0
Gm37756	0	0	0	2	0	0
Gm37757	10	6	1	18	25	5
Gm37758	0	0	0	0	0	0
Gm37759	7	0	0	0	0	0
Gm3776	19	3	15	0	0	0
Gm37760	68	20	99	51	124	4
Gm37761	7	0	1	0	0	0
Gm37762	11	6	0	0	3	0
Gm37763	0	0	0	0	0	0
Gm37764	5	0	1	2	0	0
Gm37765	0	0	0	0	0	0
Gm37766	6	0	1	0	0	0
Gm37767	4	0	0	0	0	0
Gm37768	47	0	33	9	1	0
Gm37769	6	0	0	0	9	0
Gm37770	18	0	0	7	0	0
Gm37771	1	0	0	0	0	0
Gm37772	6	3	0	0	0	0
Gm37773	18	4	110	790	0	363
Gm37774	1	0	0	0	0	0
Gm37775	16	1	0	13	0	9
Gm37776	15	2	2	2	10	0
Gm37777	15	11	0	0	180	0
Gm37778	1	0	0	0	0	0
Gm37779	11	1	1	0	13	0
Gm37780	48	0	7	20	22	0
Gm37781	144	9	17	1	5	0
Gm37782	1	1	0	0	0	0
Gm37783	24	0	4	4	0	3
Gm37784	23	10	113	66	0	0
Gm37785	6	11	32	24	0	0
Gm37786	15	21	10	4	1	0
Gm37787	0	0	0	0	0	0
Gm37788	10	0	7	3	1	0
Gm37789	3	5	66	19	0	0
Gm37790	28	1	11	1	3	1
Gm37791	0	0	0	0	1	0
Gm37792	4	4	0	0	0	0
Gm37793	0	0	0	0	0	0
Gm37795	88	7	69	43	1	5
Gm37796	0	1	0	0	0	0
Gm37797	1	0	0	0	0	0
Gm37798	0	0	0	0	0	0
Gm37799	0	0	0	3	0	0
Gm378	2	1	0	3	0	0
Gm37800	2	61	1	5	0	0
Gm37801	0	0	0	0	0	0
Gm37802	13	3	9	3	0	0
Gm37803	1	0	9	0	0	0
Gm37804	0	0	0	0	0	0
Gm37805	9	1	1	5	0	0
Gm37806	10	0	1	0	9	0
Gm37807	0	0	0	0	0	0
Gm37808	0	0	0	0	0	0
Gm37809	14	0	5	3	0	0
Gm37811	4	0	0	2	0	0
Gm37812	12	0	20	0	0	0
Gm37813	11	3	0	0	0	0
Gm37814	18	1	1	0	0	0
Gm37815	0	0	0	0	0	0
Gm37817	3	9	14	2	0	0
Gm37818	9	0	0	0	0	0
Gm37819	1	1	0	0	0	0
Gm37820	11	0	0	0	1	0
Gm37821	20	0	0	0	0	0
Gm37822	2	0	0	0	0	0
Gm37823	1	0	0	0	0	0
Gm37824	5	2	0	0	2	0
Gm37825	5	0	0	0	0	0
Gm37826	26	0	7	0	0	0
Gm37827	8	0	0	0	0	0
Gm37828	0	0	0	2	0	0
Gm37829	26	0	21	7	0	0
Gm37830	0	0	0	0	0	0
Gm37831	3	0	0	0	0	0
Gm37832	0	1	0	0	0	0
Gm37833	1	0	15	0	0	0
Gm37834	14	15	8	0	0	0
Gm37835	1	0	0	0	0	0
Gm37836	2	0	0	0	0	0
Gm37837	0	0	0	0	0	0
Gm37838	2	0	0	16	0	0
Gm37839	3	0	0	0	0	0
Gm37840	0	0	0	0	0	0
Gm37841	0	0	0	0	0	0
Gm37842	4	0	12	0	0	0
Gm37843	7	2	4	0	3	0
Gm37844	23	13	56	3	0	0
Gm37845	0	0	0	0	0	0
Gm37846	45	16	2	7	11	0
Gm37847	0	0	0	0	0	0
Gm37848	49	7	4	5	1	0
Gm37849	2	3	0	0	4	0
Gm37850	3	5	11	6	0	0
Gm37851	0	0	4	0	0	0
Gm37852	0	0	0	0	0	0
Gm37853	0	1	0	0	0	0
Gm37854	18	2	5	0	0	0
Gm37855	20	2	22	14	7	0
Gm37856	3	1	0	1	0	0
Gm37857	2	0	0	0	0	0
Gm37858	3	1	0	0	0	0
Gm37859	24	27	4	16	0	0
Gm3786	9	3	17	34	0	0
Gm37860	11	11	14	0	0	0
Gm37861	4	16	4	33	17	0
Gm37862	3	0	0	0	0	0
Gm37863	2	0	0	0	15	0
Gm37864	61	0	1	0	0	0
Gm37865	0	0	0	0	0	0
Gm37866	9	1	1	0	0	0
Gm37867	1	0	0	1	0	0
Gm37868	6	3	18	2	0	0
Gm37869	0	0	0	0	0	0
Gm37870	0	0	0	0	0	0
Gm37871	0	0	0	0	0	0
Gm37872	4	0	0	0	0	0
Gm37873	53	2	1	3	0	0
Gm37874	9	1	6	0	0	0
Gm37875	0	0	0	0	0	0
Gm37876	8	0	0	0	0	0
Gm37877	38	1	1	0	0	0
Gm37878	1	0	0	0	0	0
Gm37879	5	1	0	5	0	2
Gm3788	268	183	547	1138	54	0
Gm37880	7	1	1	0	24	0
Gm37881	0	0	1	0	0	0
Gm37882	0	0	0	0	0	0
Gm37883	7	0	8	0	0	0
Gm37884	0	0	0	0	9	0
Gm37885	0	0	1	0	0	0
Gm37886	29	1	9	1	0	0
Gm37887	27	5	0	4	6	0
Gm37889	0	0	0	0	0	0
Gm37890	8	5	0	0	0	0
Gm37891	7	1	0	1	0	0
Gm37892	3	0	0	0	0	0
Gm37893	24	3	17	1	0	0
Gm37894	17	0	32	3	0	0
Gm37895	7	0	1	5	0	6
Gm37896	11	0	0	0	0	0
Gm37897	4	0	0	4	0	0
Gm37898	0	0	0	0	0	0
Gm37899	94	1	45	11	1	0
Gm379	9	0	0	0	6	0
Gm37900	4	0	0	0	0	0
Gm37901	0	0	0	0	0	0
Gm37902	10	1	1	0	0	0
Gm37903	0	0	0	0	0	0
Gm37904	0	1	0	0	0	0
Gm37905	0	0	0	0	0	0
Gm37906	18	1	11	3	0	0
Gm37907	0	0	0	0	5	0
Gm37908	1	0	0	0	0	0
Gm37909	11	0	13	14	0	0
Gm37910	0	0	0	0	0	0
Gm37911	3	1	39	0	0	0
Gm37912	5	1	0	0	0	0
Gm37913	0	0	0	0	0	0
Gm37914	48	7	16	8	0	0
Gm37915	13	0	0	0	0	0
Gm37916	5	2	0	0	3	0
Gm37917	0	0	0	0	0	0
Gm37918	0	0	0	0	0	0
Gm37920	0	1	0	11	0	2
Gm37921	0	0	0	0	0	0
Gm37922	3	0	0	0	0	0
Gm37923	0	0	0	1	0	0
Gm37924	8	12	0	44	7	0
Gm37925	23	1	0	9	14	0
Gm37926	8	7	6	0	0	0
Gm37927	0	0	0	0	0	0
Gm37928	91	84	71	3	2305	0
Gm37929	0	0	0	0	0	0
Gm3793	8	0	0	1	0	0
Gm37930	41	0	23	1	0	0
Gm37931	28	22	26	21	309	3
Gm37932	20	0	0	6	3	2
Gm37933	0	0	1	2	0	0
Gm37934	3	0	0	0	0	0
Gm37935	2	0	27	0	0	0
Gm37936	0	0	0	4	0	0
Gm37937	0	0	0	0	0	0
Gm37939	0	0	0	0	0	0
Gm37940	59	1	3	8	0	0
Gm37941	102	0	0	2	0	0
Gm37942	1	0	0	0	0	0
Gm37943	4	4	0	2	0	0
Gm37944	3	1	0	0	0	0
Gm37945	15	1	0	5	0	0
Gm37946	0	0	0	0	0	0
Gm37947	0	0	0	0	0	0
Gm37948	1	0	0	0	0	0
Gm37949	3	0	2	9	0	7
Gm37950	0	0	0	0	0	0
Gm37951	0	0	0	0	0	0
Gm37952	0	0	0	0	0	0
Gm37953	7	0	1	0	0	0
Gm37954	18	1	14	1	0	0
Gm37955	3	0	0	0	0	0
Gm37956	9	2	0	0	0	0
Gm37957	3	1	0	0	0	0
Gm37958	2	0	0	0	0	0
Gm37959	1	1	0	0	11	0
Gm37960	0	3	0	0	0	0
Gm37961	3	0	0	0	0	0
Gm37962	17	23	146	394	6	0
Gm37963	15	31	83	255	177	0
Gm37964	8	1	0	0	0	0
Gm37965	16	0	31	0	0	0
Gm37966	1	1	0	0	0	0
Gm37967	30	2	27	0	0	0
Gm37968	94	3	32	16	2	0
Gm37969	105	0	32	6	0	4
Gm37970	50	2	22	6	0	0
Gm37971	8	0	0	1	0	0
Gm37972	3	0	0	0	0	0
Gm37973	0	0	0	0	0	0
Gm37974	3	0	8	0	0	0
Gm37975	44	4	20	22	1	0
Gm37976	4	0	0	0	3	0
Gm37977	1	0	3	0	0	0
Gm37978	6	0	0	0	1	0
Gm37979	6	0	15	0	0	0
Gm37980	1	0	0	0	0	0
Gm37981	30	8	61	5	1	0
Gm37982	2	0	0	3	0	0
Gm37983	28	12	2	3	1	0
Gm37984	34	0	0	2	0	0
Gm37985	304	20	52	52	99	6
Gm37986	5	0	2	6	0	0
Gm37987	0	0	0	0	0	0
Gm37988	0	0	0	0	0	0
Gm37989	0	0	0	0	0	0
Gm37990	0	0	0	0	0	0
Gm37991	0	0	0	0	0	0
Gm37993	1	0	0	0	0	0
Gm37994	0	0	0	1	0	0
Gm37995	4	2	10	4	0	0
Gm37996	5	0	19	0	0	0
Gm37997	8	0	0	0	0	0
Gm37998	0	0	0	0	0	0
Gm37999	5	12	0	0	0	0
Gm38000	1	0	0	0	0	0
Gm38001	41	1	3	1	6	0
Gm38002	16	4	0	0	0	0
Gm38003	0	0	0	0	0	0
Gm38004	3	0	0	4	0	0
Gm38005	6	0	0	0	0	0
Gm38006	0	0	0	0	0	0
Gm38007	5	0	0	0	7	0
Gm38008	0	0	0	0	0	0
Gm38009	27	5	6	4	2	0
Gm38010	4	0	0	3	0	0
Gm38011	12	0	0	3	0	0
Gm38012	11	0	8	24	0	0
Gm38013	0	0	0	0	0	0
Gm38014	16	0	0	0	11	0
Gm38015	0	0	0	0	0	0
Gm38016	0	0	0	0	0	0
Gm38017	0	0	0	0	0	0
Gm38018	0	0	0	0	0	0
Gm38019	0	0	0	0	15	0
Gm38020	58	5	55	0	0	0
Gm38021	33	1	5	6	0	0
Gm38022	11	0	0	0	0	0
Gm38024	6	0	3	0	0	0
Gm38025	1	4	0	6	0	0
Gm38026	6	0	0	0	0	0
Gm38027	0	0	0	0	0	0
Gm38028	0	0	0	0	0	0
Gm38029	10	0	0	4	0	2
Gm38030	1	0	0	0	0	0
Gm38031	3	1	0	1	0	0
Gm38032	3	0	0	0	0	0
Gm38033	0	0	0	0	0	0
Gm38034	22	4	14	3	19	1
Gm38035	0	0	0	0	0	0
Gm38036	36	4	5	13	114	7
Gm38037	33	0	56	1	9	0
Gm38038	0	0	0	0	0	0
Gm38039	0	0	0	0	0	0
Gm38040	3	0	27	0	0	0
Gm38041	9	0	1	0	0	0
Gm38042	133	27	21	86	1	0
Gm38043	10	2	0	2	0	0
Gm38044	0	0	0	0	0	0
Gm38045	0	0	0	0	3	0
Gm38046	3	0	0	0	0	0
Gm38047	5	6	2	3	9	0
Gm38048	3	0	2	5	0	0
Gm38049	3	0	10	1	0	0
Gm38050	0	0	0	0	0	0
Gm38051	0	0	0	3	0	0
Gm38053	0	0	0	0	0	0
Gm38054	0	0	0	0	0	0
Gm38055	1	0	0	0	0	0
Gm38056	24	17	20	15	27	0
Gm38057	23	0	4	0	13	0
Gm38058	4	0	0	8	0	0
Gm38059	22	0	0	31	18	3
Gm38060	8	0	0	0	0	0
Gm38061	2	0	0	0	0	0
Gm38062	50	0	16	3	0	0
Gm38063	0	0	0	0	0	0
Gm38064	1	0	0	0	0	0
Gm38065	9	0	3	0	53	0
Gm38066	10	0	0	2	0	0
Gm38067	13	4	3	22	0	0
Gm38068	0	0	0	0	0	0
Gm38069	56	21	0	1	280	0
Gm3807	8	0	1	1	0	0
Gm38070	25	2	1	7	4	0
Gm38071	57	9	22	0	11	0
Gm38072	0	0	0	0	0	0
Gm38073	14	2	0	11	0	3
Gm38074	2	0	0	0	0	0
Gm38075	0	0	0	0	0	0
Gm38076	3	0	0	0	0	0
Gm38077	4	0	0	10	3	0
Gm38078	3	0	5	0	0	0
Gm38079	0	0	0	0	0	0
Gm38080	3	2	0	0	0	0
Gm38081	0	0	0	1	0	2
Gm38082	61	120	138	123	29	3
Gm38083	20	1	0	1	0	0
Gm38084	0	0	0	0	0	0
Gm38085	13	2	0	0	0	0
Gm38086	0	0	0	0	0	0
Gm38087	13	0	0	0	0	0
Gm38088	0	0	0	0	0	0
Gm38089	12	0	0	0	1	0
Gm3809	4	0	0	0	0	0
Gm38090	7	0	8	0	0	0
Gm38091	23	1	19	1	0	0
Gm38092	0	0	0	0	0	0
Gm38093	20	2	13	1	0	0
Gm38094	0	0	0	0	0	0
Gm38095	48	0	25	2	53	0
Gm38096	22	2	2	3	1	2
Gm38097	1	0	1	0	0	0
Gm38098	18	3	5	11	0	0
Gm38099	34	18	5	69	87	3
Gm381	1	0	0	0	0	0
Gm3810	3	0	0	0	0	0
Gm38100	18	3	13	0	0	0
Gm38101	42	13	0	16	739	0
Gm38102	5	0	0	5	0	0
Gm38103	10	0	14	0	0	0
Gm38104	25	0	11	0	10	0
Gm38105	1	1	0	0	0	0
Gm38106	29	2	8	0	0	0
Gm38107	0	0	0	0	0	0
Gm38108	0	0	0	0	0	0
Gm38109	0	0	0	0	0	0
Gm38110	1	1	0	0	0	0
Gm38111	35	1	2	1	0	0
Gm38113	2	2	0	6	0	0
Gm38114	12	4	1	13	20	0
Gm38115	51	3	13	0	0	0
Gm38116	16	1	2	0	97	0
Gm38117	0	0	0	0	0	0
Gm38118	25	2	0	0	0	0
Gm38119	3	0	0	0	0	0
Gm38120	62	2	28	6	7	0
Gm38121	0	0	0	0	0	0
Gm38122	1	0	0	0	0	0
Gm38123	5	0	0	0	0	0
Gm38124	37	0	16	5	0	0
Gm38125	46	1	0	0	0	0
Gm38126	73	4	24	0	15	0
Gm38127	0	0	0	0	0	0
Gm38128	3	1	0	0	0	0
Gm38129	7	0	0	3	0	0
Gm38130	18	0	9	0	0	0
Gm38131	5	0	0	5	0	0
Gm38132	8	0	0	2	5	0
Gm38133	12	0	0	0	0	0
Gm38134	13	1	0	4	9	0
Gm38135	1	0	0	0	0	0
Gm38136	0	0	0	0	0	0
Gm38137	14	0	0	0	0	0
Gm38138	0	0	0	0	0	0
Gm38139	4	0	1	0	0	0
Gm38140	23	1	6	6	0	0
Gm38141	1	0	0	0	0	0
Gm38142	21	0	6	30	0	24
Gm38143	0	10	2	0	0	0
Gm38144	11	0	18	0	0	0
Gm38145	0	0	0	0	0	0
Gm38146	2	5	0	0	0	0
Gm38147	0	0	0	0	0	0
Gm38148	11	0	11	2	0	0
Gm38149	0	0	0	0	0	0
Gm38150	19	0	11	2	14	0
Gm38151	0	0	4	1	0	0
Gm38152	44	12	16	4	0	0
Gm38153	6	0	0	0	0	0
Gm38154	0	0	0	0	0	0
Gm38155	12	0	10	0	0	0
Gm38156	0	0	0	0	1	0
Gm38157	56	7	18	14	0	1
Gm38158	57	0	69	660	1	143
Gm38159	0	0	0	0	0	0
Gm3816	0	0	0	0	0	0
Gm38160	10	0	16	3	0	0
Gm38161	13	55	0	4	0	0
Gm38162	13	1	3	0	0	0
Gm38163	101	2	20	2	0	0
Gm38164	0	0	0	0	0	0
Gm38165	0	0	6	0	0	0
Gm38166	0	0	0	0	0	0
Gm38167	2	2	0	8	0	0
Gm38168	0	0	0	0	0	0
Gm38169	22	5	25	7	59	0
Gm38170	22	5	0	4	329	0
Gm38171	1	0	0	0	0	0
Gm38172	0	0	0	0	0	0
Gm38173	74	0	2	9	0	0
Gm38174	0	0	0	0	0	0
Gm38177	8	0	0	0	0	0
Gm38178	14	1	1	8	0	0
Gm38180	1	0	0	0	8	0
Gm38181	0	0	0	0	0	0
Gm38182	0	0	0	0	0	0
Gm38183	0	0	0	0	0	0
Gm38184	7	1	0	4	0	7
Gm38185	0	0	0	0	0	0
Gm38186	0	0	0	0	0	0
Gm38187	34	2	0	6	0	0
Gm38188	8	0	0	0	6	0
Gm38189	30	2	0	8	0	1
Gm38190	149	26	24	7	7	0
Gm38191	3	0	0	10	0	0
Gm38192	24	6	10	2	2	0
Gm38193	50	2	5	18	23	0
Gm38194	0	0	0	0	0	0
Gm38195	11	7	0	3	0	0
Gm38197	33	7	19	0	0	0
Gm38198	14	0	0	2	0	0
Gm38199	2	3	16	0	0	0
Gm382	0	0	0	1	0	0
Gm38200	29	1	45	3	0	3
Gm38201	0	0	0	0	0	0
Gm38203	1	0	0	0	0	0
Gm38204	3	0	0	0	9	0
Gm38205	0	0	0	0	0	0
Gm38206	0	0	18	0	0	0
Gm38207	15	0	0	0	0	0
Gm38208	0	0	0	0	0	0
Gm38209	0	0	0	0	0	0
Gm38210	0	0	0	0	0	0
Gm38211	174	2	111	19	0	0
Gm38212	0	0	0	0	0	0
Gm38213	0	1	0	0	0	0
Gm38214	9	0	0	0	3	0
Gm38215	5	7	1	16	7	1
Gm38216	16	4	0	0	0	0
Gm38217	0	0	0	0	2	0
Gm38218	45	1	27	0	1	0
Gm3822	10	0	0	4	0	0
Gm38220	1	0	0	0	16	0
Gm38221	1	0	0	0	0	0
Gm38223	1	5	0	0	0	0
Gm38224	20	11	8	103	470	1
